scene,query_room,query_image,pred_room,pred_scene,reference_image,correct,global_score,patch_score,object_score,total_score,fine_matches
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/114.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.788183867931366,0.7088537216186523,0.8112449645996094,2.3082825541496277,226
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/115.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.888978898525238,0.7316317558288574,0.9322656989097595,2.552876353263855,149
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/116.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7897965312004089,0.5829463005065918,0.89191734790802,2.2646601796150208,89
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/117.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8266578912734985,0.5400862097740173,0.911674976348877,2.278419077396393,224
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/118.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.6852748990058899,0.56486976146698,0.9165197610855103,2.16666442155838,119
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/119.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8454071283340454,0.8574619889259338,0.9314570426940918,2.634326159954071,177
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/12.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.861768901348114,0.7641012072563171,0.7513670921325684,2.3772372007369995,46
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/120.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9139750599861145,0.7389370799064636,0.8386736512184143,2.4915857911109924,219
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/121.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8522113561630249,0.6604991555213928,0.9403034448623657,2.4530139565467834,181
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/122.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9118703007698059,0.7994900941848755,0.8753652572631836,2.586725652217865,139
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/123.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8043062686920166,0.7379294037818909,0.928465723991394,2.4707013964653015,133
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/124.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8489462733268738,0.8426133394241333,0.8777466416358948,2.569306254386902,125
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/125.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8323708176612854,0.7202969789505005,0.9448291063308716,2.4974969029426575,128
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/126.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9035196900367737,0.739647626876831,0.7287999987602234,2.371967315673828,69
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/127.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9083454012870789,0.7602208852767944,0.8798890113830566,2.54845529794693,131
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/128.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9201169013977051,0.7616577744483948,0.8826630711555481,2.564437747001648,130
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/129.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.951153039932251,0.9091953039169312,0.8593177795410156,2.7196661233901978,440
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/13.png,office,apartment_0,datasets/ReplicaReID/apartment_0/office/ref/rgb/0.png,0,0.611304759979248,0.48344242572784424,0.8827179074287415,1.9774650931358337,64
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/130.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.6744093298912048,0.6366043090820312,0.8039939403533936,2.1150075793266296,157
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/131.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8712815642356873,0.4363359808921814,0.5850666761398315,1.8926842212677002,69
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/132.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8834013342857361,0.6575367450714111,0.8031066060066223,2.3440446853637695,174
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/133.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8235111236572266,0.5293190479278564,0.8157374858856201,2.168567657470703,112
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/134.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8502984642982483,0.8015538454055786,0.7750081419944763,2.4268604516983032,35
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/135.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8659787774085999,0.6998541355133057,0.7858810424804688,2.3517139554023743,44
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/136.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8989608883857727,0.8099746108055115,0.819133460521698,2.528068959712982,48
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/137.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8534892797470093,0.4536559581756592,0.6550658941268921,1.9622111320495605,46
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/138.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7776359915733337,0.44407230615615845,0.7130928039550781,1.9348011016845703,62
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/139.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8756980299949646,0.6526302099227905,0.6467161178588867,2.175044357776642,47
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/14.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.6942701935768127,0.7271191477775574,0.7637012004852295,2.1850905418395996,42
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/140.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8711488246917725,0.8818869590759277,0.8061059713363647,2.559141755104065,85
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/141.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.6963886618614197,0.6295921206474304,0.7447636127471924,2.0707443952560425,38
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/142.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7080003023147583,0.20926538109779358,0.7296431660652161,1.646908849477768,79
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/143.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8256506323814392,0.5906018018722534,0.662590742111206,2.0788431763648987,25
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/144.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8422256708145142,0.7098615765571594,0.7381200790405273,2.290207326412201,62
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/145.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8770754933357239,0.763219952583313,0.7984626293182373,2.438758075237274,63
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/146.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.834675669670105,0.7568711042404175,0.7401665449142456,2.331713318824768,48
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/147.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9018615484237671,0.5956583023071289,0.7695555686950684,2.2670754194259644,100
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/148.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8029559850692749,0.8275188207626343,0.8268730044364929,2.457347810268402,111
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/149.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8328132033348083,0.7461884021759033,0.9255155324935913,2.504517138004303,88
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/15.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8195973634719849,0.7362203598022461,0.7567206025123596,2.3125383257865906,56
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/150.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8489328026771545,0.6995819807052612,0.7651649713516235,2.3136797547340393,78
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/151.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7887514233589172,0.7550806403160095,0.7966372966766357,2.3404693603515625,82
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/152.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8197503089904785,0.7655967473983765,0.7363237142562866,2.3216707706451416,36
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/153.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7731191515922546,0.0,0.0,0.7731191515922546,44
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/16.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.871613621711731,0.6015170812606812,0.6181581616401672,2.0912888646125793,70
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/17.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8147761225700378,0.6105870008468628,0.7596306800842285,2.184993803501129,70
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/18.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.821712076663971,0.31930339336395264,0.720427930355072,1.8614434003829956,17
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/19.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8519296050071716,0.7915869951248169,0.8235858082771301,2.4671024084091187,45
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/2.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8703083992004395,0.837629497051239,0.8395859003067017,2.54752379655838,109
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/20.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8116284608840942,0.32953372597694397,0.7721624970436096,1.9133246839046478,50
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/21.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8708177804946899,0.0,0.0,0.8708177804946899,82
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/22.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7952697277069092,0.33546310663223267,0.7919108867645264,1.9226437211036682,28
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/23.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8658992052078247,0.5311175584793091,0.6621158123016357,2.0591325759887695,50
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/24.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7530534267425537,0.777228593826294,0.7875263690948486,2.3178083896636963,59
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/25.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8663862943649292,0.6189970970153809,0.6585219502449036,2.1439053416252136,53
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/26.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8670482039451599,0.7584214210510254,0.7449390292167664,2.3704086542129517,46
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/27.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9039799571037292,0.777980387210846,0.7944787740707397,2.476439118385315,66
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/28.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8756930232048035,0.7286757230758667,0.8099952340126038,2.414363980293274,35
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/29.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7984023690223694,0.6435739398002625,0.731412947177887,2.173389256000519,34
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/3.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8761011362075806,0.7194562554359436,0.7966381907463074,2.3921955823898315,115
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/30.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7755060195922852,0.7742459774017334,0.7858777046203613,2.33562970161438,29
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/31.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7656561732292175,0.6862839460372925,0.7796258330345154,2.2315659523010254,37
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/32.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8448502421379089,0.740879237651825,0.7575775980949402,2.343307077884674,28
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/33.png,kitchen,frl_apartment_0,datasets/ReplicaReID/frl_apartment_0/kitchen/ref/rgb/0.png,1,0.6172536611557007,0.7491883039474487,0.7838259339332581,2.1502678990364075,13
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/34.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7267151474952698,0.7399846315383911,0.9188293218612671,2.385529100894928,31
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/35.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7548593282699585,0.6151678562164307,0.7942516207695007,2.16427880525589,69
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/36.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8290219306945801,0.36042529344558716,0.9051244258880615,2.0945716500282288,34
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/37.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8216701149940491,0.3980873227119446,0.869632363319397,2.0893898010253906,32
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/38.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.6734980344772339,0.5710777640342712,0.8529554605484009,2.097531259059906,28
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/39.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8228715062141418,0.7212297916412354,0.7831366658210754,2.3272379636764526,46
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/4.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8216428756713867,0.6680393815040588,0.6799023151397705,2.169584572315216,71
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/40.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8083997368812561,0.7245452404022217,0.847273051738739,2.380218029022217,38
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/41.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8055230975151062,0.34262099862098694,0.909542441368103,2.057686537504196,37
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/42.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8350372314453125,0.4666026830673218,0.7057194113731384,2.0073593258857727,21
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/43.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7861179113388062,0.7025739550590515,0.8723896741867065,2.361081540584564,29
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/44.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8163803815841675,0.7897233366966248,0.8236823081970215,2.4297860264778137,32
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/45.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7596218585968018,0.18809300661087036,0.7405935525894165,1.6883084177970886,19
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/46.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7764390110969543,0.37577271461486816,0.9088644981384277,2.0610762238502502,38
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/47.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7945490479469299,0.386896014213562,0.8397763967514038,2.0212214589118958,22
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/48.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.68857342004776,0.717487096786499,0.9219416379928589,2.328002154827118,34
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/49.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8334472179412842,0.7232555150985718,0.7498438358306885,2.3065465688705444,21
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/5.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8592236638069153,0.7278803586959839,0.7620235681533813,2.3491275906562805,49
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/50.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7888360023498535,0.0,0.0,0.7888360023498535,45
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/51.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.806616485118866,0.6012256741523743,0.6532291769981384,2.0610713362693787,27
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/52.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.6644195318222046,0.26514166593551636,0.7794088125228882,1.7089700102806091,46
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/53.png,living,apartment_0,datasets/ReplicaReID/apartment_0/living/ref/rgb/0.png,0,0.7459530234336853,0.23526298999786377,0.8001981973648071,1.7814142107963562,50
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/54.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7897462844848633,0.3398464620113373,0.7815565466880798,1.9111492931842804,39
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/55.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8320524096488953,0.7067980766296387,0.7681604623794556,2.3070109486579895,25
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/56.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8607544302940369,0.5022297501564026,0.7409194707870483,2.103903651237488,44
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/57.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8195104002952576,0.4586775302886963,0.67525714635849,1.9534450769424438,35
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/58.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.708174467086792,0.4766194224357605,0.6955801844596863,1.8803740739822388,41
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/59.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7640961408615112,0.40431609749794006,0.5375831723213196,1.7059954106807709,30
